# Test spectrum of model SSP with:
#	 age = 13.0 Gyr
#	 [Fe/H] = 0.0
#	 IMF = SPWL with alpha = 2.35
#	 sigma = 150.0 km/s
#	 SNR = 100
#----------------------------------
# wavelength	 flux	errorSpec
3540.5	0.675400646236	0.011567723125
3541.4	0.662058302424	0.0115098563802
3542.3	0.642772561096	0.0114894281208
3543.2	0.657791736401	0.0115674032956
3544.1	0.670905671574	0.0116963931061
3545.0	0.695538650561	0.0117851786836
3545.9	0.685830464965	0.0117888957389
3546.8	0.690483479453	0.0117322706718
3547.7	0.648177971703	0.0116768683606
3548.6	0.680155228648	0.0116642765807
3549.5	0.669429469898	0.0116746946575
3550.4	0.659433108527	0.0116456573012
3551.3	0.654142926585	0.0115287572052
3552.2	0.629490134598	0.0113222116681
3553.1	0.609146812709	0.0110745940882
3554.0	0.589326035479	0.0108750300296
3554.9	0.564886279972	0.010801301189
3555.8	0.56447545822	0.010841291212
3556.7	0.588862847483	0.0108966890256
3557.6	0.566971214866	0.0108908510755
3558.5	0.581557270406	0.0108483543605
3559.4	0.59070758306	0.010857452759
3560.3	0.603629524679	0.0109711764409
3561.2	0.630753071426	0.0111489182777
3562.1	0.647995109995	0.0112674358124
3563.0	0.610867663782	0.0111802462249
3563.9	0.590706430708	0.0108138201722
3564.8	0.529739685741	0.0102537238015
3565.7	0.464769921691	0.00972365798112
3566.6	0.435746739999	0.00941009457864
3567.5	0.433625646266	0.00928612273923
3568.4	0.409450873545	0.00918151928142
3569.3	0.395423704408	0.00901866559295
3570.2	0.416836797641	0.00891500058683
3571.1	0.410147528631	0.00904508900037
3572.0	0.442904887783	0.00942010782113
3572.9	0.476667841691	0.00987045897403
3573.8	0.516941261368	0.0102296464484
3574.7	0.555513122565	0.0104424397452
3575.6	0.567137121603	0.010508790908
3576.5	0.545227179522	0.0104014548714
3577.4	0.514712712334	0.0100783875707
3578.3	0.442958054363	0.0095508086008
3579.2	0.389367612844	0.00890929938382
3580.1	0.34645171529	0.00830553648427
3581.0	0.312609924872	0.00791976532634
3581.9	0.3075430471	0.00785636590472
3582.8	0.32215976995	0.00800854383398
3583.7	0.328624208115	0.00813167076659
3584.6	0.324771470976	0.00809236134794
3585.5	0.317023686846	0.00799198711138
3586.4	0.309331240084	0.00804149861653
3587.3	0.346701580879	0.00833782513833
3588.2	0.38044366881	0.00882474305094
3589.1	0.426407139122	0.00942572472378
3590.0	0.492525704778	0.0100708208239
3590.9	0.554146904732	0.0106229218692
3591.8	0.580906420404	0.0109286177611
3592.7	0.596301209432	0.0109854546445
3593.6	0.574073740681	0.0109952631073
3594.5	0.624835979462	0.0111845470657
3595.4	0.654352391727	0.0115738267004
3596.3	0.714278201979	0.0119943698424
3597.2	0.754580454907	0.0123010798296
3598.1	0.768940217886	0.0124883760721
3599.0	0.804145378108	0.0126101366511
3599.9	0.796245896746	0.0126391273933
3600.8	0.774617026133	0.01246035055
3601.7	0.697138557229	0.0120137721289
3602.6	0.651364904692	0.0113996538862
3603.5	0.58549926664	0.0108170268152
3604.4	0.531552633031	0.0104135125648
3605.3	0.518844679711	0.0102016008948
3606.2	0.509883180424	0.0100731062032
3607.1	0.495421799388	0.00988045853774
3608.0	0.449987508495	0.00958265391316
3608.9	0.432303833834	0.00934591068812
3609.8	0.433973863204	0.0094128288214
3610.7	0.448893411448	0.00980973982683
3611.6	0.533269038855	0.0103090618228
3612.5	0.57211516969	0.0107058785798
3613.4	0.585425334578	0.0109837119928
3614.3	0.614604161556	0.0111992313149
3615.2	0.653037180535	0.0112971510154
3616.1	0.619128623633	0.0111171962341
3617.0	0.554351594746	0.0105813218961
3617.9	0.48897944864	0.00985774981263
3618.8	0.442722085441	0.00934074739851
3619.7	0.422124483357	0.00936595977046
3620.6	0.494979892534	0.00988868313044
3621.5	0.558657834228	0.0105816791759
3622.4	0.626079543292	0.0111725962396
3623.3	0.686173454646	0.0116008531758
3624.2	0.706897761916	0.0119694031523
3625.1	0.765246350343	0.0123732232947
3626.0	0.800304110054	0.0127605954886
3626.9	0.823069448442	0.0129796354379
3627.8	0.823510016377	0.012903587619
3628.7	0.776597392248	0.0124712287751
3629.6	0.699961707477	0.0116995194105
3630.5	0.565335487019	0.0107619510203
3631.4	0.509179991534	0.0100129434556
3632.3	0.45983702425	0.00975840687927
3633.2	0.487446356323	0.00996030441615
3634.1	0.525892337411	0.010354808331
3635.0	0.584982900205	0.0107700861208
3635.9	0.61091341918	0.0111767796343
3636.8	0.664927933412	0.0115813974323
3637.7	0.707742996287	0.0119761395039
3638.6	0.76183477351	0.0123269215512
3639.5	0.781781403285	0.0125646855409
3640.4	0.801183760678	0.0126189192204
3641.3	0.775307607122	0.0124712666217
3642.2	0.769445062774	0.0121678897738
3643.1	0.666909305002	0.0117882831819
3644.0	0.640691566072	0.0114044065764
3644.9	0.591633259944	0.0110471795083
3645.8	0.550910079147	0.0106984616998
3646.7	0.53704129124	0.0103485358986
3647.6	0.494716237975	0.0100867918458
3648.5	0.517513933173	0.0100810264046
3649.4	0.547261855028	0.0104125888108
3650.3	0.598080464744	0.0109848128157
3651.2	0.676636593591	0.0116183753786
3652.1	0.724026839947	0.0121667899945
3653.0	0.7914208437	0.0125589207541
3653.9	0.816926883212	0.0128076781865
3654.8	0.835243571859	0.0129878564629
3655.7	0.861600672202	0.0131732191279
3656.6	0.90600520195	0.0133828902359
3657.5	0.92379859539	0.0135835901023
3658.4	0.939045079972	0.0137232434059
3659.3	0.938074411013	0.0137622996808
3660.2	0.940846886403	0.0136941747453
3661.1	0.929521459951	0.0135402644142
3662.0	0.883161622667	0.0133339093269
3662.9	0.855032157818	0.0131296655197
3663.8	0.823431576362	0.0130003211361
3664.7	0.818666904648	0.0129714699861
3665.6	0.850081415251	0.0129774401366
3666.5	0.831215861233	0.0129235983658
3667.4	0.819967546324	0.0127708979426
3668.3	0.773516831718	0.0125651856406
3669.2	0.766534732585	0.0124325085635
3670.1	0.76521340506	0.0125056420992
3671.0	0.821913823325	0.0127785399895
3671.9	0.861158097378	0.0130827086583
3672.8	0.864700692802	0.0132583288874
3673.7	0.851989131307	0.0132834565319
3674.6	0.841111791059	0.0132074962918
3675.5	0.815499347414	0.0130297581147
3676.4	0.808325110165	0.012714114115
3677.3	0.748093866152	0.0122861616883
3678.2	0.686519924856	0.0118484142421
3679.1	0.648655043524	0.0115241558675
3680.0	0.652703150222	0.0114160538501
3680.9	0.661736272275	0.0115536588925
3681.8	0.701635337383	0.0118420563458
3682.7	0.704615378299	0.0121074105139
3683.6	0.739522133252	0.0121968366105
3684.5	0.718358440601	0.0120377121449
3685.4	0.68072845665	0.0116658472361
3686.3	0.636309169032	0.0112398872533
3687.2	0.594082777704	0.0110048297695
3688.1	0.616161781325	0.0111657369222
3689.0	0.68780162231	0.0117304033191
3689.9	0.774368775618	0.0124837363736
3690.8	0.866986507597	0.0131228865304
3691.7	0.905710071166	0.0134229585243
3692.6	0.883164624355	0.013351472428
3693.5	0.865549944507	0.0130789737578
3694.4	0.832386607493	0.0128463771243
3695.3	0.824803255787	0.0127914894937
3696.2	0.831663973345	0.0129193308639
3697.1	0.838834305575	0.0131844632612
3698.0	0.904680200487	0.0135140594046
3698.9	0.96041045979	0.0137921196075
3699.8	0.973694507762	0.0139056609362
3700.7	0.959534208946	0.0138063988866
3701.6	0.873884986308	0.0134977765778
3702.5	0.836398775545	0.0129820276617
3703.4	0.753360834497	0.0122759364525
3704.3	0.64899013704	0.0114911448264
3705.2	0.586455798437	0.01083539947
3706.1	0.54354010123	0.010464176497
3707.0	0.519329182903	0.0103638453393
3707.9	0.551849219435	0.0104629413482
3708.8	0.590757677277	0.0107875493321
3709.7	0.645953046277	0.0113942360939
3710.6	0.749754644824	0.0122064196275
3711.5	0.833171940686	0.0130289260619
3712.4	0.924400064883	0.0136835512318
3713.3	0.976201576069	0.0140654209903
3714.2	0.975597434272	0.0141259330718
3715.1	0.969915852067	0.0138716217926
3716.0	0.891075473999	0.0133590760488
3716.9	0.797136311592	0.0126389011745
3717.8	0.654272446864	0.0117231093629
3718.7	0.571334685613	0.0106650434489
3719.6	0.481498770206	0.00966994223921
3720.5	0.400102339835	0.00906482750284
3721.4	0.385968696537	0.00907974186178
3722.3	0.464780401844	0.00965550776418
3723.2	0.547265142917	0.0105161239139
3724.1	0.633771213388	0.0113442038103
3725.0	0.711126276347	0.01187935063
3725.9	0.701709482312	0.012002724163
3726.8	0.692337566647	0.0118252064581
3727.7	0.698734804846	0.0116354644311
3728.6	0.658075961692	0.0116232902565
3729.5	0.659037205618	0.0116756646339
3730.4	0.653407125357	0.0115454783415
3731.3	0.612098163444	0.011104189565
3732.2	0.528894357365	0.0103816107347
3733.1	0.439911900139	0.00950626273799
3734.0	0.380914222438	0.0086814080014
3734.9	0.326906597083	0.00814509372803
3735.8	0.31896455503	0.00806215568455
3736.7	0.363576772927	0.00844829873328
3737.6	0.420893319526	0.0091952390424
3738.5	0.513035831858	0.0101123735785
3739.4	0.5768492746	0.0109625267693
3740.3	0.660619267556	0.0115226167371
3741.2	0.687956272346	0.0116515466442
3742.1	0.652280709817	0.0113424627859
3743.0	0.57310718075	0.0107308740556
3743.9	0.511910064409	0.0100313741548
3744.8	0.454266846976	0.0094320279686
3745.7	0.409124693297	0.00901376872667
3746.6	0.385355580466	0.00873678083734
3747.5	0.354483602683	0.00853245798496
3748.4	0.356933465202	0.00846788327885
3749.3	0.392356658664	0.00875637088176
3750.2	0.453053832231	0.00948455935871
3751.1	0.539200260471	0.0104453210842
3752.0	0.633945801563	0.011360446549
3752.9	0.730944139528	0.012101749826
3753.8	0.796243180025	0.0126426625883
3754.7	0.829596139393	0.0129044094994
3755.6	0.816601696838	0.012744930087
3756.5	0.762394839326	0.0121200030095
3757.4	0.609917780161	0.0112447957189
3758.3	0.550368060658	0.0105627669003
3759.2	0.517269975057	0.010415522987
3760.1	0.556483211115	0.0107004067802
3761.0	0.614530057098	0.0110327135362
3761.9	0.60809598135	0.0111533162026
3762.8	0.601872699456	0.0110756161386
3763.7	0.591054510776	0.0109669175143
