# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:23 2017.
# Content of file: isochrone tables with [Fe/H] = 0.1.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 2.99 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
0.1	9.475	0.1	3.44519015671	5.242	-3.07727272727	15.9512181819	14.0788181818	1	1
0.1	9.475	0.11	3.46118623012	5.21327272727	-2.94	15.2070363636	13.4632909091	1	1
0.1	9.475	0.13	3.48045365869	5.164	-2.742	14.2789090909	12.6824727272	1	1
0.1	9.475	0.15	3.4941555452	5.124	-2.592	13.6104545454	12.1159636364	1	1
0.1	9.475	0.183285	3.5087	5.0816	-2.392	12.7897	11.6934	2	1
0.1	9.475	0.230801	3.516	5.0292	-2.2104	12.2356	11.1695	2	1
0.1	9.475	0.269072	3.5214	4.9952	-2.0887	11.8637	10.8182	2	2
0.1	9.475	0.295121	3.5247	4.9735	-2.0134	11.6354	10.6022	2	2
0.1	9.475	0.306371	3.526	4.9622	-1.9801	11.5365	10.5084	2	2
0.1	9.475	0.312784	3.5269	4.9551	-1.961	11.4799	10.4546	2	2
0.1	9.475	0.31723	3.5273	4.9492	-1.947	11.4396	10.4159	2	2
0.1	9.475	0.320439	3.5278	4.944	-1.9361	11.4087	10.3862	2	2
0.1	9.475	0.323227	3.5281	4.9394	-1.9264	11.3815	10.3602	2	2
0.1	9.475	0.326111	3.5284	4.9349	-1.9168	11.3542	10.3341	2	2
0.1	9.475	0.328983	3.5287	4.931	-1.9077	11.3285	10.3094	2	2
0.1	9.475	0.33118	3.5289	4.9291	-1.9024	11.3135	10.2947	2	2
0.1	9.475	0.334245	3.5294	4.9263	-1.8936	11.2855	10.2687	2	2
0.1	9.475	0.351866	3.5319	4.9094	-1.8462	11.1441	10.1354	2	2
0.1	9.475	0.364339	3.5337	4.9004	-1.8153	11.0475	10.0444	2	2
0.1	9.475	0.471611	3.5533	4.8146	-1.5365	10.1539	9.2053	2	2
0.1	9.475	0.488471	3.5576	4.7985	-1.4882	9.9926	9.0541	2	2
0.1	9.475	0.50291	3.5615	4.7849	-1.4464	9.849	8.9201	2	2
0.1	9.475	0.514915	3.565	4.7739	-1.4112	9.725	8.8047	2	2
0.1	9.475	0.524741	3.568	4.7649	-1.382	9.6202	8.7072	2	2
0.1	9.475	0.534174	3.571	4.7566	-1.3538	9.5184	8.6123	2	2
0.1	9.475	0.54557	3.5747	4.7468	-1.3196	9.3937	8.4962	2	2
0.1	9.475	0.561299	3.5802	4.7339	-1.2724	9.2167	8.3314	2	2
0.1	9.475	0.581141	3.5876	4.718	-1.2121	8.9835	8.1143	2	2
0.1	9.475	0.602807	3.5961	4.7017	-1.1459	8.7278	7.8773	2	2
0.1	9.475	0.618538	3.6022	4.6893	-1.0972	8.5514	7.7135	2	2
0.1	9.475	0.660339	3.6204	4.6676	-0.9763	8.0661	7.2726	2	2
0.1	9.475	0.685196	3.6316	4.6539	-0.9015	7.7788	7.0121	2	2
0.1	9.475	0.720874	3.6484	4.6375	-0.7959	7.3688	6.6507	2	2
0.1	9.475	0.838237	3.7017	4.5908	-0.4688	6.1752	5.6445	2	2
0.1	9.475	0.854718	3.7082	4.5828	-0.4269	6.0382	5.528	2	2
0.1	9.475	0.869329	3.7138	4.5753	-0.3896	5.9188	5.426	2	2
0.1	9.475	0.881902	3.7186	4.5685	-0.3573	5.8176	5.3388	2	2
0.1	9.475	0.894015	3.7231	4.5616	-0.3265	5.7223	5.256	2	2
0.1	9.475	0.906303	3.7275	4.5543	-0.2955	5.6286	5.1739	2	2
0.1	9.475	0.918815	3.7318	4.5465	-0.2643	5.5355	5.0919	2	2
0.1	9.475	0.931266	3.7361	4.5383	-0.2335	5.4448	5.0117	2	2
