# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:06 2017.
# Content of file: isochrone tables with [Fe/H] = -1.2.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 2.82 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
-1.2	9.45	0.1	3.50050753497	5.33333333333	-2.94515151515	14.0424848485	12.555969697	1	1
-1.2	9.45	0.11	3.51957039144	5.28666666667	-2.78333333333	13.333	12.0072121212	1	1
-1.2	9.45	0.13	3.54082333186	5.22666666667	-2.56848484849	12.5081515151	11.3114545455	1	1
-1.2	9.45	0.15	3.55406489804	5.18666666667	-2.41121212121	11.9706363636	10.8296060606	1	1
-1.2	9.45	0.184919	3.5579	5.1324	-2.2433	11.5743	10.627	2	1
-1.2	9.45	0.219969	3.5671	5.0911	-2.0893	11.1044	10.1821	2	1
-1.2	9.45	0.249212	3.5728	5.0609	-1.9817	10.7851	9.8794	2	1
-1.2	9.45	0.27419	3.577	5.0384	-1.9013	10.5493	9.656	2	2
-1.2	9.45	0.291819	3.5797	5.0223	-1.8474	10.3921	9.5073	2	2
-1.2	9.45	0.302846	3.5812	5.0107	-1.8132	10.2931	9.4137	2	2
-1.2	9.45	0.309712	3.5822	5.0022	-1.7911	10.2302	9.354	2	2
-1.2	9.45	0.314144	3.5828	4.9961	-1.7764	10.1884	9.3142	2	2
-1.2	9.45	0.317708	3.5832	4.9906	-1.7642	10.1541	9.2815	2	2
-1.2	9.45	0.320993	3.5837	4.9857	-1.7531	10.1228	9.2517	2	2
-1.2	9.45	0.324166	3.5841	4.9812	-1.7426	10.0935	9.2238	2	2
-1.2	9.45	0.327873	3.5846	4.9768	-1.7314	10.0615	9.1934	2	2
-1.2	9.45	0.331408	3.5849	4.9733	-1.7216	10.0351	9.1684	2	2
-1.2	9.45	0.365998	3.5914	4.9412	-1.6226	9.7373	8.8914	2	2
-1.2	9.45	0.409609	3.6002	4.8997	-1.4958	9.3536	8.5394	2	2
-1.2	9.45	0.429959	3.605	4.8775	-1.4321	9.1588	8.3626	2	2
-1.2	9.45	0.440833	3.6082	4.863	-1.3939	9.0407	8.256	2	2
-1.2	9.45	0.453458	3.6123	4.8469	-1.3491	8.9003	8.1301	2	2
-1.2	9.45	0.467914	3.6175	4.8289	-1.2966	8.7335	7.9816	2	2
-1.2	9.45	0.479176	3.6228	4.8148	-1.2511	8.5832	7.8505	2	2
-1.2	9.45	0.492882	3.6295	4.7996	-1.1975	8.4045	7.6955	2	2
-1.2	9.45	0.507572	3.6369	4.7856	-1.1413	8.2163	7.5328	2	2
-1.2	9.45	0.521043	3.6444	4.775	-1.0893	8.036	7.379	2	2
-1.2	9.45	0.533103	3.6517	4.7671	-1.0425	7.8701	7.2396	2	2
-1.2	9.45	0.543295	3.658	4.7614	-1.0033	7.7305	7.1233	2	2
-1.2	9.45	0.55168	3.6634	4.7576	-0.9711	7.6155	7.0284	2	2
-1.2	9.45	0.559742	3.6687	4.7543	-0.9404	7.5064	6.9384	2	2
-1.2	9.45	0.569579	3.675	4.7502	-0.9034	7.3781	6.8317	2	2
-1.2	9.45	0.583071	3.6836	4.7453	-0.8536	7.2086	6.6901	2	2
-1.2	9.45	0.601845	3.6953	4.738	-0.7859	6.9863	6.5017	2	2
-1.2	9.45	0.625475	3.7093	4.7277	-0.7029	6.727	6.2769	2	2
-1.2	9.45	0.652289	3.7241	4.7146	-0.6122	6.459	6.0396	2	2
-1.2	9.45	0.681021	3.7388	4.6981	-0.5185	6.1953	5.8039	2	2
-1.2	9.45	0.709904	3.7522	4.6788	-0.4275	5.9493	5.5817	2	2
-1.2	9.45	0.737019	3.7637	4.6583	-0.3447	5.7306	5.3826	2	2
-1.2	9.45	0.760169	3.7729	4.6394	-0.2755	5.5513	5.2188	2	2
-1.2	9.45	0.779536	3.7805	4.6235	-0.2185	5.4048	5.0849	2	2
-1.2	9.45	0.795766	3.7867	4.6102	-0.1715	5.284	4.974	2	2
-1.2	9.45	0.809526	3.7917	4.5987	-0.1324	5.1837	4.8817	2	2
-1.2	9.45	0.821506	3.7959	4.5885	-0.0988	5.0981	4.8033	2	2
