# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:23 2017.
# Content of file: isochrone tables with [Fe/H] = 0.1.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 10.59 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
0.1	10.025	0.1	3.44519015671	5.242	-3.07727272727	15.9512181819	14.0788181818	1	1
0.1	10.025	0.11	3.46118623012	5.21327272727	-2.94	15.2070363636	13.4632909091	1	1
0.1	10.025	0.13	3.48045365869	5.164	-2.742	14.2789090909	12.6824727272	1	1
0.1	10.025	0.15	3.4941555452	5.124	-2.592	13.6104545454	12.1159636364	1	1
0.1	10.025	0.181307	3.5086	5.0755	-2.3912	12.79	11.6931	2	1
0.1	10.025	0.201464	3.512	5.0472	-2.3038	12.5245	11.4419	2	1
0.1	10.025	0.217533	3.5143	5.0254	-2.2394	12.3317	11.2588	2	1
0.1	10.025	0.232338	3.5165	5.0071	-2.1839	12.1646	11.1004	2	1
0.1	10.025	0.247285	3.5186	4.9902	-2.1314	12.0065	10.9506	2	1
0.1	10.025	0.266601	3.5211	4.9709	-2.0689	11.8183	10.7722	2	2
0.1	10.025	0.286697	3.5238	4.9523	-2.0083	11.636	10.5996	2	2
0.1	10.025	0.300148	3.5255	4.9407	-1.9698	11.5205	10.4901	2	2
0.1	10.025	0.307823	3.5265	4.9336	-1.9482	11.456	10.4289	2	2
0.1	10.025	0.313377	3.5272	4.9285	-1.9328	11.4101	10.3854	2	2
0.1	10.025	0.317423	3.5275	4.9252	-1.9222	11.3793	10.3559	2	2
0.1	10.025	0.320573	3.5279	4.9224	-1.9133	11.3524	10.3305	2	2
0.1	10.025	0.323116	3.5282	4.9195	-1.9059	11.3303	10.3096	2	2
0.1	10.025	0.325416	3.5285	4.9181	-1.9002	11.3127	10.2929	2	2
0.1	10.025	0.328054	3.5289	4.916	-1.8932	11.292	10.2734	2	2
0.1	10.025	0.331274	3.5293	4.914	-1.8853	11.268	10.2507	2	2
0.1	10.025	0.335911	3.5299	4.9115	-1.8747	11.2355	10.2199	2	2
0.1	10.025	0.343124	3.5306	4.9081	-1.8587	11.1861	10.1736	2	2
0.1	10.025	0.400421	3.5399	4.8609	-1.7089	10.7163	9.7317	2	2
0.1	10.025	0.446622	3.5484	4.8198	-1.5846	10.3238	9.3631	2	2
0.1	10.025	0.467897	3.5535	4.7991	-1.5239	10.1247	9.176	2	2
0.1	10.025	0.485362	3.5579	4.7816	-1.4726	9.9534	9.0155	2	2
0.1	10.025	0.500498	3.5621	4.7665	-1.4274	9.7986	8.871	2	2
0.1	10.025	0.51341	3.566	4.7538	-1.3884	9.6616	8.7434	2	2
0.1	10.025	0.524463	3.5695	4.7431	-1.3543	9.5396	8.6299	2	2
0.1	10.025	0.535132	3.573	4.7328	-1.3208	9.4185	8.5172	2	2
0.1	10.025	0.547127	3.5773	4.7215	-1.2832	9.2801	8.3882	2	2
0.1	10.025	0.56121	3.5823	4.7082	-1.2386	9.1129	8.2322	2	2
0.1	10.025	0.57671	3.5883	4.6941	-1.1887	8.9205	8.0528	2	2
0.1	10.025	0.592535	3.5948	4.6803	-1.137	8.7228	7.8693	2	2
0.1	10.025	0.607845	3.6015	4.6677	-1.0867	8.5314	7.6927	2	2
0.1	10.025	0.622315	3.6081	4.6564	-1.0388	8.3431	7.5187	2	2
0.1	10.025	0.636275	3.6147	4.6462	-0.9923	8.1597	7.3498	2	2
0.1	10.025	0.649842	3.6213	4.6366	-0.9471	7.9849	7.1896	2	2
0.1	10.025	0.663053	3.628	4.6279	-0.903	7.8129	7.0341	2	2
0.1	10.025	0.675661	3.6346	4.6201	-0.8608	7.6458	6.885	2	2
0.1	10.025	0.687657	3.6409	4.613	-0.8204	7.4864	6.7443	2	2
0.1	10.025	0.694135	3.6445	4.6092	-0.7986	7.4008	6.6694	2	2
0.1	10.025	0.70065	3.648	4.6055	-0.7768	7.3156	6.5951	2	2
0.1	10.025	0.70718	3.6515	4.6017	-0.7549	7.2309	6.522	2	2
0.1	10.025	0.713654	3.655	4.598	-0.7332	7.1476	6.4508	2	2
0.1	10.025	0.720036	3.6584	4.5943	-0.7118	7.0665	6.3818	2	2
0.1	10.025	0.726293	3.6619	4.5907	-0.6909	6.9877	6.3152	2	2
0.1	10.025	0.732435	3.6652	4.587	-0.6704	6.9116	6.2511	2	2
0.1	10.025	0.738456	3.6684	4.5834	-0.6503	6.8375	6.189	2	2
0.1	10.025	0.744371	3.6715	4.5797	-0.6306	6.7658	6.1289	2	2
0.1	10.025	0.750205	3.6746	4.5759	-0.6111	6.6958	6.0703	2	2
