# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:22 2017.
# Content of file: isochrone tables with [Fe/H] = 0.0.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 11.22 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
0.0	10.05	0.1	3.4490854804	5.25	-3.07	15.8262727273	13.9640909091	1	1
0.0	10.05	0.11	3.46551801053	5.22	-2.93	15.0669090909	13.3479090909	1	1
0.0	10.05	0.13	3.48503703622	5.17	-2.73	14.1340909091	12.5697272727	1	1
0.0	10.05	0.15	3.49848595075	5.13	-2.58	13.4785454545	12.0140909091	1	1
0.0	10.05	0.173745	3.5108	5.0922	-2.4178	12.8001	11.7145	2	1
0.0	10.05	0.19514	3.5145	5.0609	-2.321	12.5036	11.4341	2	1
0.0	10.05	0.211632	3.5171	5.0377	-2.2523	12.2961	11.2372	2	1
0.0	10.05	0.226169	3.5194	5.019	-2.1956	12.1242	11.0742	2	1
0.0	10.05	0.24041	3.5215	5.0021	-2.1436	11.9654	10.9239	2	1
0.0	10.05	0.256872	3.524	4.9846	-2.0877	11.7961	10.7635	2	2
0.0	10.05	0.277726	3.5268	4.9651	-2.0228	11.599	10.5769	2	2
0.0	10.05	0.294484	3.5291	4.9502	-1.9734	11.4493	10.435	2	2
0.0	10.05	0.304159	3.5304	4.9411	-1.9452	11.3646	10.3545	2	2
0.0	10.05	0.310652	3.5311	4.9349	-1.9267	11.3092	10.3017	2	2
0.0	10.05	0.315526	3.5318	4.9302	-1.9127	11.2674	10.262	2	2
0.0	10.05	0.319196	3.5322	4.9266	-1.9025	11.2373	10.2331	2	2
0.0	10.05	0.322072	3.5326	4.9241	-1.8946	11.2136	10.2107	2	2
0.0	10.05	0.324623	3.533	4.9215	-1.8873	11.1917	10.1897	2	2
0.0	10.05	0.32729	3.5333	4.9196	-1.8803	11.1707	10.1699	2	2
0.0	10.05	0.330433	3.5337	4.9173	-1.8724	11.1463	10.1469	2	2
0.0	10.05	0.334607	3.5341	4.9152	-1.8627	11.1165	10.1186	2	2
0.0	10.05	0.34075	3.5349	4.9125	-1.8492	11.0744	10.0789	2	2
0.0	10.05	0.347979	3.5358	4.9078	-1.8317	11.0209	10.0283	2	2
0.0	10.05	0.41985	3.5481	4.8458	-1.6393	10.4126	9.4559	2	2
0.0	10.05	0.445837	3.5536	4.8198	-1.5648	10.1713	9.2278	2	2
0.0	10.05	0.464494	3.558	4.8003	-1.5101	9.9909	9.0575	2	2
0.0	10.05	0.480711	3.5622	4.7831	-1.4613	9.8269	8.9035	2	2
0.0	10.05	0.494933	3.5661	4.7681	-1.4179	9.6777	8.764	2	2
0.0	10.05	0.506984	3.5697	4.7556	-1.3804	9.5465	8.6415	2	2
0.0	10.05	0.517431	3.5731	4.7448	-1.3472	9.4285	8.5312	2	2
0.0	10.05	0.528196	3.5767	4.7338	-1.3127	9.3045	8.4153	2	2
0.0	10.05	0.540388	3.5811	4.7217	-1.2733	9.1618	8.2819	2	2
0.0	10.05	0.554488	3.5863	4.708	-1.2274	8.9912	8.1223	2	2
0.0	10.05	0.569496	3.5923	4.6938	-1.1778	8.805	7.9485	2	2
0.0	10.05	0.58449	3.5987	4.6803	-1.1276	8.621	7.778	2	2
0.0	10.05	0.598859	3.605	4.668	-1.0792	8.4423	7.6131	2	2
0.0	10.05	0.612604	3.6115	4.6569	-1.0325	8.2633	7.4484	2	2
0.0	10.05	0.6261	3.6182	4.6467	-0.9861	8.0871	7.2873	2	2
0.0	10.05	0.639456	3.6251	4.6371	-0.9401	7.9134	7.13	2	2
0.0	10.05	0.652344	3.6318	4.6286	-0.8956	7.742	6.9773	2	2
0.0	10.05	0.66437	3.6384	4.6211	-0.8538	7.5794	6.8342	2	2
0.0	10.05	0.670462	3.6418	4.6175	-0.8325	7.4968	6.7623	2	2
0.0	10.05	0.676455	3.6452	4.6139	-0.8115	7.4158	6.692	2	2
0.0	10.05	0.682377	3.6486	4.6105	-0.7909	7.3363	6.6237	2	2
0.0	10.05	0.68826	3.652	4.6071	-0.7704	7.2579	6.5567	2	2
0.0	10.05	0.694104	3.6552	4.6036	-0.75	7.1806	6.4912	2	2
0.0	10.05	0.699913	3.6585	4.6002	-0.7297	7.1043	6.4269	2	2
0.0	10.05	0.705674	3.6619	4.5967	-0.7096	7.029	6.3638	2	2
0.0	10.05	0.711401	3.6651	4.5934	-0.6896	6.9548	6.3017	2	2
0.0	10.05	0.717092	3.6683	4.5899	-0.6697	6.8816	6.2407	2	2
0.0	10.05	0.722755	3.6716	4.5862	-0.6499	6.8098	6.1808	2	2
0.0	10.05	0.728372	3.6747	4.5826	-0.6303	6.7393	6.1219	2	2
0.0	10.05	0.733948	3.6777	4.5788	-0.611	6.6702	6.0643	2	2
0.0	10.05	0.739477	3.6807	4.5748	-0.5918	6.6026	6.0077	2	2
0.0	10.05	0.744946	3.6836	4.5707	-0.5728	6.5364	5.9523	2	2
0.0	10.05	0.750345	3.6866	4.5666	-0.554	6.4716	5.8979	2	2
0.0	10.05	0.755673	3.6893	4.5623	-0.5355	6.4083	5.8446	2	2
0.0	10.05	0.760917	3.6921	4.558	-0.5172	6.3466	5.7926	2	2
0.0	10.05	0.766075	3.6947	4.5536	-0.4993	6.2868	5.7419	2	2
0.0	10.05	0.771147	3.6972	4.5491	-0.4817	6.2286	5.6924	2	2
0.0	10.05	0.776146	3.6998	4.5445	-0.4644	6.1722	5.6442	2	2
0.0	10.05	0.781057	3.7022	4.54	-0.4475	6.1174	5.5973	2	2
0.0	10.05	0.785896	3.7045	4.5353	-0.4309	6.0641	5.5515	2	2
0.0	10.05	0.790668	3.7067	4.5307	-0.4146	6.0124	5.5069	2	2
0.0	10.05	0.795382	3.7089	4.526	-0.3987	5.9622	5.4634	2	2
0.0	10.05	0.800027	3.711	4.5212	-0.3832	5.9135	5.421	2	2
0.0	10.05	0.804624	3.713	4.5164	-0.3678	5.8659	5.3796	2	2
0.0	10.05	0.809146	3.715	4.5116	-0.3527	5.8197	5.3392	2	2
0.0	10.05	0.813605	3.7169	4.5067	-0.3378	5.7744	5.2996	2	2
0.0	10.05	0.817977	3.7187	4.5018	-0.3232	5.7304	5.2607	2	2
0.0	10.05	0.822268	3.7205	4.4968	-0.3088	5.6873	5.2227	2	2
0.0	10.05	0.826726	3.7223	4.4914	-0.2937	5.6426	5.183	2	2
0.0	10.05	0.831092	3.724	4.4859	-0.2788	5.5988	5.1439	2	2
0.0	10.05	0.835358	3.7258	4.4802	-0.2642	5.5558	5.1055	2	2
0.0	10.05	0.839527	3.7274	4.4746	-0.2496	5.5138	5.0678	2	2
0.0	10.05	0.843594	3.729	4.4687	-0.2354	5.4727	5.0307	2	2
0.0	10.05	0.847563	3.7306	4.4629	-0.2212	5.4325	4.9941	2	2
0.0	10.05	0.851437	3.732	4.4569	-0.2073	5.393	4.9582	2	2
0.0	10.05	0.855226	3.7335	4.4509	-0.1937	5.3544	4.923	2	2
0.0	10.05	0.858928	3.7349	4.4448	-0.1802	5.3165	4.8883	2	2
0.0	10.05	0.862549	3.7361	4.4386	-0.1669	5.2793	4.8543	2	2
0.0	10.05	0.866093	3.7375	4.4324	-0.1538	5.2429	4.8209	2	2
0.0	10.05	0.869561	3.7387	4.4262	-0.1409	5.2073	4.7881	2	2
0.0	10.05	0.872957	3.7399	4.4199	-0.1282	5.1722	4.756	2	2
0.0	10.05	0.876283	3.741	4.4136	-0.1157	5.1379	4.7244	2	2
0.0	10.05	0.879543	3.7421	4.4072	-0.1034	5.1042	4.6933	2	2
0.0	10.05	0.882742	3.7431	4.4008	-0.0914	5.0713	4.6627	2	2
0.0	10.05	0.885881	3.7441	4.3944	-0.0794	5.0389	4.6327	2	2
0.0	10.05	0.888963	3.745	4.3879	-0.0677	5.0072	4.6032	2	2
0.0	10.05	0.891986	3.7459	4.3814	-0.0562	4.9761	4.5743	2	2
0.0	10.05	0.894955	3.7467	4.3749	-0.0448	4.9457	4.5458	2	2
0.0	10.05	0.897871	3.7475	4.3683	-0.0337	4.9158	4.5178	2	2
0.0	10.05	0.900743	3.7483	4.3618	-0.0227	4.8866	4.4903	2	2
0.0	10.05	0.903569	3.7489	4.3552	-0.0119	4.858	4.4633	2	2
0.0	10.05	0.906361	3.7496	4.3486	-0.0014	4.83	4.4368	2	2
0.0	10.05	0.909118	3.7503	4.342	0.0091	4.8025	4.4107	2	2
0.0	10.05	0.911844	3.7508	4.3352	0.0193	4.7755	4.3851	2	2
0.0	10.05	0.914527	3.7515	4.3287	0.0294	4.7491	4.3599	2	2
0.0	10.05	0.917148	3.7518	4.3219	0.0394	4.7231	4.335	2	2
0.0	10.05	0.91963	3.7523	4.3153	0.0491	4.6977	4.3108	2	2
0.0	10.05	0.922024	3.7528	4.3088	0.0586	4.6728	4.2869	2	2
