# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:12 2017.
# Content of file: isochrone tables with [Fe/H] = -0.75.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 3.98 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
-0.75	9.6	0.1	3.48032453433	5.305	-3.00181818182	14.7627727272	13.0740909091	1	1
-0.75	9.6	0.11	3.4990558125	5.26681818182	-2.845	13.9712727273	12.4802272727	1	1
-0.75	9.6	0.13	3.51999491251	5.21	-2.63318181818	13.0614090909	11.7407272728	1	1
-0.75	9.6	0.15	3.53228338313	5.17	-2.48045454546	12.4954545455	11.2508636364	1	1
-0.75	9.6	0.183283	3.5384	5.1159	-2.3081	11.9861	11.0018	2	1
-0.75	9.6	0.219384	3.5478	5.0736	-2.15	11.4827	10.5238	2	1
-0.75	9.6	0.244192	3.5529	5.0476	-2.057	11.1952	10.2491	2	1
-0.75	9.6	0.264462	3.5565	5.0285	-1.9888	10.9875	10.0498	2	2
-0.75	9.6	0.282909	3.5596	5.0119	-1.9308	10.8127	9.8823	2	2
-0.75	9.6	0.29661	3.5617	4.9987	-1.8884	10.6866	9.7613	2	2
-0.75	9.6	0.305627	3.563	4.9886	-1.8598	10.6024	9.6803	2	2
-0.75	9.6	0.311784	3.5639	4.981	-1.8401	10.5446	9.6245	2	2
-0.75	9.6	0.316447	3.5646	4.9749	-1.825	10.5007	9.5823	2	2
-0.75	9.6	0.320176	3.5651	4.97	-1.8129	10.4653	9.5483	2	2
-0.75	9.6	0.323516	3.5655	4.9656	-1.8022	10.4342	9.5183	2	2
-0.75	9.6	0.326985	3.566	4.9614	-1.7914	10.403	9.4881	2	2
-0.75	9.6	0.331413	3.5666	4.957	-1.7787	10.3653	9.4521	2	2
-0.75	9.6	0.338298	3.5677	4.9515	-1.7602	10.31	9.3989	2	2
-0.75	9.6	0.375871	3.5747	4.9179	-1.6541	9.977	9.0818	2	2
-0.75	9.6	0.418054	3.5838	4.8732	-1.5252	9.5821	8.7129	2	2
-0.75	9.6	0.42858	3.5867	4.8583	-1.4881	9.4642	8.6025	2	2
-0.75	9.6	0.440867	3.5902	4.8426	-1.4463	9.3312	8.4789	2	2
