# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:24 2017.
# Content of file: isochrone tables with [Fe/H] = 0.25.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 3.55 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
0.25	9.55	0.1	3.43934717117	5.23	-3.08818181818	16.1386363637	14.2509090909	1	1
0.25	9.55	0.11	3.45468855949	5.20318181818	-2.955	15.4172272727	13.6363636363	1	1
0.25	9.55	0.13	3.4735785924	5.155	-2.76	14.4961363636	12.851590909	1	1
0.25	9.55	0.15	3.48765993689	5.115	-2.61	13.8083181817	12.2687727273	1	1
0.25	9.55	0.198678	3.5057	5.0534	-2.3413	12.7443	11.6318	2	1
0.25	9.55	0.239498	3.5113	5.0096	-2.1939	12.3023	11.2126	2	1
0.25	9.55	0.269399	3.5151	4.9827	-2.1004	12.0217	10.9467	2	2
0.25	9.55	0.292258	3.518	4.9628	-2.0338	11.8225	10.758	2	2
0.25	9.55	0.304999	3.5195	4.9515	-1.998	11.7165	10.6574	2	2
0.25	9.55	0.312784	3.5203	4.9448	-1.9768	11.6542	10.5982	2	2
0.25	9.55	0.318164	3.5209	4.9384	-1.9607	11.6083	10.5544	2	2
0.25	9.55	0.322643	3.5213	4.9321	-1.9465	11.5685	10.5161	2	2
0.25	9.55	0.327286	3.5219	4.9257	-1.9319	11.5274	10.4766	2	2
0.25	9.55	0.331206	3.5223	4.9215	-1.9208	11.4952	10.4461	2	2
0.25	9.55	0.33175	3.5219	4.9246	-1.9249	11.5095	10.4589	2	2
0.25	9.55	0.333646	3.5228	4.9284	-1.9225	11.492	10.4448	2	2
0.25	9.55	0.340971	3.5237	4.9207	-1.9022	11.4334	10.389	2	2
0.25	9.55	0.395297	3.5313	4.8711	-1.7599	11.0096	9.9894	2	2
0.25	9.55	0.427805	3.5373	4.8458	-1.678	10.7524	9.7503	2	2
0.25	9.55	0.481853	3.5481	4.803	-1.5365	10.2962	9.324	2	2
0.25	9.55	0.50051	3.553	4.7871	-1.4842	10.1221	9.1622	2	2
0.25	9.55	0.514413	3.557	4.7749	-1.4443	9.9862	9.0357	2	2
0.25	9.55	0.526103	3.5605	4.7648	-1.4102	9.8676	8.9258	2	2
0.25	9.55	0.536057	3.5637	4.756	-1.3809	9.7629	8.829	2	2
0.25	9.55	0.545926	3.5667	4.7473	-1.3519	9.6589	8.7327	2	2
