# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:10 2017.
# Content of file: isochrone tables with [Fe/H] = -0.9.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 2.66 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
-0.9	9.425	0.1	3.48738199561	5.314	-2.98272727273	14.4995090909	12.8842727273	1	1
-0.9	9.425	0.11	3.50618315245	5.27472727273	-2.824	13.7342727273	12.3057636364	1	1
-0.9	9.425	0.13	3.5272195057	5.216	-2.61109090909	12.8522545454	11.5815636364	1	1
-0.9	9.425	0.15	3.53957062592	5.176	-2.45672727273	12.3013272727	11.0985454545	1	1
-0.9	9.425	0.210656	3.5525	5.092	-2.1677	11.4616	10.5092	2	1
-0.9	9.425	0.244484	3.5596	5.0579	-2.0403	11.0711	10.1362	2	1
-0.9	9.425	0.271707	3.5643	5.0338	-1.9514	10.804	9.8807	2	2
-0.9	9.425	0.292049	3.5674	5.016	-1.8895	10.6204	9.705	2	2
-0.9	9.425	0.303801	3.5692	5.0037	-1.8529	10.513	9.6021	2	2
-0.9	9.425	0.310815	3.5702	4.995	-1.8302	10.4471	9.5389	2	2
-0.9	9.425	0.315785	3.5709	4.9882	-1.8137	10.3998	9.4934	2	2
-0.9	9.425	0.31954	3.5715	4.9826	-1.8009	10.3632	9.4582	2	2
-0.9	9.425	0.322736	3.5719	4.9777	-1.7899	10.3319	9.4281	2	2
-0.9	9.425	0.325894	3.5723	4.9732	-1.7794	10.3018	9.3991	2	2
-0.9	9.425	0.32969	3.5728	4.9684	-1.7676	10.2676	9.3663	2	2
-0.9	9.425	0.335417	3.5737	4.9627	-1.7512	10.2198	9.3205	2	2
-0.9	9.425	0.353747	3.5767	4.9464	-1.6999	10.0619	9.1702	2	2
-0.9	9.425	0.416278	3.5896	4.8847	-1.515	9.4971	8.6443	2	2
-0.9	9.425	0.426777	3.5926	4.8699	-1.4778	9.3808	8.5369	2	2
-0.9	9.425	0.437703	3.5958	4.8556	-1.44	9.2623	8.4279	2	2
-0.9	9.425	0.449979	3.5995	4.8397	-1.397	9.1265	8.3039	2	2
-0.9	9.425	0.463606	3.6042	4.8226	-1.3485	8.9715	8.1638	2	2
-0.9	9.425	0.4767	3.6091	4.8066	-1.3005	8.8168	8.025	2	2
-0.9	9.425	0.489534	3.6144	4.7917	-1.253	8.6609	7.8866	2	2
