# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:23 2017.
# Content of file: isochrone tables with [Fe/H] = 0.15.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 3.98 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
0.15	9.6	0.1	3.44324249486	5.238	-3.08090909091	16.0136909091	14.1361818182	1	1
0.15	9.6	0.11	3.45902033991	5.20990909091	-2.945	15.2771	13.5209818182	1	1
0.15	9.6	0.13	3.47816196993	5.161	-2.748	14.3513181818	12.7388454545	1	1
0.15	9.6	0.15	3.49199034243	5.121	-2.598	13.6764090909	12.1669	1	1
0.15	9.6	0.171619	3.5052	5.0934	-2.4471	12.9923	11.879	2	1
0.15	9.6	0.216158	3.512	5.039	-2.265	12.4409	11.3569	2	1
0.15	9.6	0.24776	3.5164	5.0066	-2.1555	12.1097	11.0434	2	1
0.15	9.6	0.2757	3.5201	4.9817	-2.0694	11.8492	10.797	2	2
0.15	9.6	0.295353	3.5226	4.9642	-2.0121	11.6777	10.6345	2	2
0.15	9.6	0.305648	3.5238	4.9544	-1.9826	11.5894	10.5507	2	2
0.15	9.6	0.312169	3.5246	4.9473	-1.9632	11.5329	10.4969	2	2
0.15	9.6	0.316939	3.5251	4.941	-1.9483	11.4903	10.4561	2	2
0.15	9.6	0.32083	3.5255	4.9355	-1.9358	11.4548	10.4221	2	2
0.15	9.6	0.323854	3.5259	4.9315	-1.9263	11.4277	10.3962	2	2
0.15	9.6	0.325392	3.5258	4.9307	-1.9236	11.4213	10.3896	2	2
0.15	9.6	0.32711	3.5263	4.9303	-1.9188	11.4034	10.3735	2	2
0.15	9.6	0.330693	3.5268	4.9255	-1.9077	11.3714	10.3429	2	2
0.15	9.6	0.335136	3.5272	4.92	-1.8948	11.3355	10.3084	2	2
0.15	9.6	0.371472	3.5323	4.8905	-1.8028	11.0578	10.0473	2	2
0.15	9.6	0.399137	3.5373	4.8699	-1.7332	10.8386	9.8429	2	2
0.15	9.6	0.474672	3.5514	4.809	-1.5356	10.2019	9.2453	2	2
0.15	9.6	0.492483	3.5561	4.7926	-1.485	10.0325	9.0869	2	2
0.15	9.6	0.506842	3.5599	4.7793	-1.4434	9.8897	8.9538	2	2
0.15	9.6	0.518788	3.5635	4.7684	-1.4083	9.7663	8.839	2	2
0.15	9.6	0.528777	3.5666	4.7593	-1.3785	9.6594	8.7399	2	2
0.15	9.6	0.53845	3.5696	4.7507	-1.3496	9.5557	8.6433	2	2
0.15	9.6	0.550062	3.5735	4.7406	-1.3151	9.4296	8.526	2	2
0.15	9.6	0.565991	3.5791	4.7276	-1.2671	9.2491	8.3585	2	2
0.15	9.6	0.586442	3.5868	4.7116	-1.205	9.0046	8.1317	2	2
0.15	9.6	0.608408	3.5955	4.6952	-1.138	8.7391	7.8862	2	2
0.15	9.6	0.619694	3.5994	4.6846	-1.1025	8.6215	7.7762	2	2
0.15	9.6	0.645252	3.6108	4.6696	-1.0255	8.3021	7.4819	2	2
0.15	9.6	0.70333	3.6366	4.6416	-0.8586	7.6305	6.8756	2	2
0.15	9.6	0.729087	3.6484	4.6291	-0.7826	7.3369	6.6165	2	2
0.15	9.6	0.759127	3.6629	4.6162	-0.6937	6.9943	6.3207	2	2
0.15	9.6	0.813043	3.6885	4.5937	-0.5382	6.4257	5.845	2	2
0.15	9.6	0.834329	3.6973	4.5837	-0.4818	6.2336	5.6838	2	2
0.15	9.6	0.847725	3.7025	4.5768	-0.4468	6.1177	5.5856	2	2
0.15	9.6	0.859903	3.7073	4.5703	-0.4152	6.0143	5.4976	2	2
0.15	9.6	0.871435	3.7118	4.5638	-0.3849	5.9173	5.4147	2	2
0.15	9.6	0.882314	3.716	4.5573	-0.3563	5.8268	5.3368	2	2
0.15	9.6	0.893072	3.72	4.5505	-0.3282	5.7388	5.2606	2	2
0.15	9.6	0.903882	3.724	4.5434	-0.3	5.6524	5.1853	2	2
0.15	9.6	0.914837	3.7279	4.5359	-0.2717	5.567	5.1102	2	2
0.15	9.6	0.925847	3.7317	4.528	-0.2434	5.4828	5.0359	2	2
0.15	9.6	0.936843	3.7354	4.5198	-0.2152	5.4002	4.9626	2	2
0.15	9.6	0.943805	3.7377	4.5143	-0.1975	5.3487	4.9167	2	2
0.15	9.6	0.950654	3.7399	4.5088	-0.18	5.2986	4.8719	2	2
