# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:26 2017.
# Content of file: isochrone tables with [Fe/H] = 0.35.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 7.08 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
0.35	9.85	0.1	3.43545184748	5.222	-3.09545454545	16.2635818183	14.3656363636	1	1
0.35	9.85	0.11	3.45035677908	5.19645454545	-2.965	15.5573545454	13.7517454545	1	1
0.35	9.85	0.13	3.46899521487	5.149	-2.772	14.6409545455	12.9643363636	1	1
0.35	9.85	0.15	3.48332953134	5.109	-2.622	13.9402272727	12.3706454546	1	1
0.35	9.85	0.183166	3.4996	5.0599	-2.4075	13.0165	11.8772	2	1
0.35	9.85	0.208526	3.5033	5.0267	-2.3032	12.7061	11.5821	2	1
0.35	9.85	0.228602	3.5059	5.0024	-2.2283	12.4847	11.3713	2	1
0.35	9.85	0.246466	3.5082	4.9826	-2.1666	12.3024	11.1981	2	1
0.35	9.85	0.264939	3.5106	4.964	-2.1073	12.1277	11.0319	2	2
0.35	9.85	0.283444	3.5128	4.9472	-2.0522	11.9648	10.8772	2	2
0.35	9.85	0.298262	3.5145	4.9341	-2.0099	11.8403	10.759	2	2
0.35	9.85	0.307688	3.5155	4.9266	-1.9851	11.7677	10.6899	2	2
0.35	9.85	0.313587	3.5164	4.925	-1.972	11.7255	10.6506	2	2
0.35	9.85	0.318154	3.5169	4.921	-1.9597	11.6901	10.6168	2	2
0.35	9.85	0.321469	3.5172	4.9163	-1.9492	11.6609	10.5888	2	2
0.35	9.85	0.324074	3.5175	4.9126	-1.9409	11.6375	10.5664	2	2
0.35	9.85	0.325471	3.5169	4.914	-1.9425	11.6469	10.5741	2	2
0.35	9.85	0.327819	3.518	4.9141	-1.9354	11.6181	10.5488	2	2
0.35	9.85	0.330418	3.5182	4.9087	-1.9255	11.5918	10.5231	2	2
0.35	9.85	0.332597	3.5186	4.9119	-1.9246	11.5848	10.5174	2	2
0.35	9.85	0.336877	3.519	4.9079	-1.9134	11.5528	10.4868	2	2
0.35	9.85	0.342535	3.5196	4.9065	-1.902	11.5174	10.4538	2	2
0.35	9.85	0.497719	3.5477	4.7782	-1.4981	10.2679	9.2871	2	2
0.35	9.85	0.508329	3.5513	4.7692	-1.4666	10.1592	9.1867	2	2
0.35	9.85	0.522103	3.5555	4.7577	-1.4268	10.0244	9.062	2	2
0.35	9.85	0.534672	3.5595	4.7469	-1.3897	9.8967	8.944	2	2
0.35	9.85	0.547233	3.5636	4.7364	-1.3526	9.7646	8.8223	2	2
0.35	9.85	0.560617	3.5681	4.7252	-1.3128	9.6201	8.6895	2	2
0.35	9.85	0.575499	3.5734	4.7131	-1.2685	9.4547	8.5375	2	2
0.35	9.85	0.592034	3.5794	4.7	-1.2189	9.2619	8.3605	2	2
0.35	9.85	0.610374	3.5863	4.6861	-1.1639	9.0319	8.1491	2	2
0.35	9.85	0.629996	3.5942	4.6719	-1.1047	8.7797	7.9173	2	2
0.35	9.85	0.650073	3.6024	4.6582	-1.044	8.5222	7.6804	2	2
0.35	9.85	0.666937	3.6098	4.6475	-0.9928	8.2986	7.4733	2	2
0.35	9.85	0.683804	3.6177	4.6379	-0.9411	8.0737	7.265	2	2
0.35	9.85	0.707376	3.6288	4.6255	-0.8696	7.7678	6.9838	2	2
0.35	9.85	0.734513	3.6416	4.6114	-0.7875	7.4258	6.6743	2	2
0.35	9.85	0.754246	3.6509	4.6015	-0.7293	7.1934	6.4677	2	2
0.35	9.85	0.769181	3.6575	4.594	-0.6864	7.0274	6.3225	2	2
0.35	9.85	0.781434	3.663	4.5877	-0.6516	6.8956	6.2089	2	2
0.35	9.85	0.792036	3.6676	4.582	-0.6213	6.7836	6.1129	2	2
0.35	9.85	0.801526	3.6719	4.5768	-0.594	6.6835	6.028	2	2
0.35	9.85	0.810245	3.6758	4.5719	-0.5685	6.592	5.9506	2	2
0.35	9.85	0.816758	3.6787	4.5681	-0.5495	6.5239	5.8931	2	2
0.35	9.85	0.823159	3.6816	4.5642	-0.5307	6.4573	5.837	2	2
0.35	9.85	0.829501	3.6846	4.5602	-0.5122	6.3919	5.782	2	2
0.35	9.85	0.835834	3.6873	4.5561	-0.4937	6.3275	5.7277	2	2
0.35	9.85	0.842153	3.6901	4.552	-0.4752	6.2639	5.6743	2	2
0.35	9.85	0.84846	3.6927	4.5476	-0.4569	6.2016	5.6216	2	2
