# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:21 2017.
# Content of file: isochrone tables with [Fe/H] = -0.05.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 9.44 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
-0.05	9.975	0.1	3.45103314225	5.254	-3.06636363636	15.7638	13.9067272727	1	1
-0.05	9.975	0.11	3.46768390074	5.22336363636	-2.925	14.9968454545	13.2902181818	1	1
-0.05	9.975	0.13	3.48732872498	5.173	-2.724	14.0616818182	12.5133545454	1	1
-0.05	9.975	0.15	3.50065115352	5.133	-2.574	13.4125909091	11.9631545455	1	1
-0.05	9.975	0.170104	3.5118	5.1025	-2.4334	12.812	11.7316	2	1
-0.05	9.975	0.196141	3.5164	5.065	-2.3155	12.4503	11.3895	2	1
-0.05	9.975	0.214725	3.5193	5.0398	-2.2391	12.2184	11.1695	2	1
-0.05	9.975	0.230345	3.5218	5.0204	-2.1792	12.035	10.9957	2	1
-0.05	9.975	0.245444	3.5242	5.0032	-2.125	11.8689	10.8385	2	1
-0.05	9.975	0.263953	3.5269	4.9843	-2.0638	11.6829	10.6622	2	2
-0.05	9.975	0.283306	3.5296	4.9666	-2.0046	11.5028	10.4915	2	2
-0.05	9.975	0.297355	3.5315	4.9539	-1.9631	11.3769	10.372	2	2
-0.05	9.975	0.305452	3.5326	4.9454	-1.9387	11.3038	10.3023	2	2
-0.05	9.975	0.31139	3.5333	4.9393	-1.9212	11.2517	10.2524	2	2
-0.05	9.975	0.315858	3.5339	4.9347	-1.9082	11.2131	10.2155	2	2
-0.05	9.975	0.319412	3.5344	4.9306	-1.8972	11.1801	10.1842	2	2
-0.05	9.975	0.322268	3.5347	4.9274	-1.889	11.1564	10.1615	2	2
-0.05	9.975	0.32485	3.5351	4.9253	-1.882	11.1353	10.1413	2	2
-0.05	9.975	0.327694	3.5354	4.9223	-1.8738	11.111	10.1181	2	2
-0.05	9.975	0.331261	3.5359	4.9201	-1.8651	11.0844	10.0928	2	2
-0.05	9.975	0.336028	3.5364	4.9171	-1.8536	11.0491	10.0593	2	2
-0.05	9.975	0.342944	3.5373	4.9136	-1.8378	11.0	10.0129	2	2
-0.05	9.975	0.425302	3.5509	4.8468	-1.6229	10.3234	9.3768	2	2
-0.05	9.975	0.440659	3.5548	4.8289	-1.5741	10.1599	9.2206	2	2
-0.05	9.975	0.459941	3.5593	4.8087	-1.5178	9.974	9.0448	2	2
-0.05	9.975	0.476197	3.5634	4.7914	-1.4689	9.8099	8.8905	2	2
-0.05	9.975	0.490551	3.5674	4.7761	-1.4251	9.6595	8.7497	2	2
-0.05	9.975	0.502808	3.5709	4.7634	-1.3869	9.5264	8.6253	2	2
-0.05	9.975	0.513488	3.5743	4.7522	-1.3529	9.4064	8.513	2	2
-0.05	9.975	0.524177	3.578	4.7412	-1.3185	9.284	8.3985	2	2
-0.05	9.975	0.536351	3.5822	4.7291	-1.2792	9.1429	8.2665	2	2
-0.05	9.975	0.550802	3.5876	4.7152	-1.2324	8.9703	8.1052	2	2
-0.05	9.975	0.566297	3.5938	4.7008	-1.1814	8.7807	7.9284	2	2
-0.05	9.975	0.581901	3.6004	4.687	-1.1297	8.5935	7.755	2	2
-0.05	9.975	0.596796	3.6069	4.6745	-1.0799	8.4108	7.5867	2	2
-0.05	9.975	0.611461	3.614	4.6632	-1.0301	8.223	7.4145	2	2
-0.05	9.975	0.626499	3.6214	4.6525	-0.9789	8.032	7.2409	2	2
-0.05	9.975	0.64173	3.6293	4.6424	-0.9271	7.8366	7.0661	2	2
-0.05	9.975	0.656088	3.637	4.6338	-0.878	7.6471	6.8995	2	2
-0.05	9.975	0.669562	3.6445	4.6263	-0.8317	7.4689	6.7451	2	2
-0.05	9.975	0.68233	3.6515	4.6194	-0.7881	7.3018	6.6021	2	2
-0.05	9.975	0.694499	3.6584	4.6128	-0.7465	7.1448	6.4695	2	2
-0.05	9.975	0.70061	3.6618	4.6097	-0.7257	7.0665	6.4043	2	2
-0.05	9.975	0.706723	3.6653	4.6065	-0.7048	6.9887	6.3395	2	2
-0.05	9.975	0.712848	3.6688	4.6033	-0.6838	6.9118	6.2756	2	2
-0.05	9.975	0.718966	3.6723	4.5998	-0.663	6.8358	6.2125	2	2
-0.05	9.975	0.725078	3.6756	4.5962	-0.6424	6.7613	6.1506	2	2
-0.05	9.975	0.731177	3.6789	4.5925	-0.6217	6.6879	6.0895	2	2
-0.05	9.975	0.737252	3.6821	4.5886	-0.6013	6.6162	6.0296	2	2
-0.05	9.975	0.743262	3.6853	4.5847	-0.5811	6.5458	5.9708	2	2
-0.05	9.975	0.749216	3.6884	4.5806	-0.5612	6.4768	5.913	2	2
-0.05	9.975	0.755099	3.6915	4.5764	-0.5415	6.4096	5.8565	2	2
-0.05	9.975	0.760903	3.6944	4.5722	-0.5221	6.3444	5.8015	2	2
-0.05	9.975	0.766642	3.6973	4.5679	-0.503	6.281	5.7478	2	2
-0.05	9.975	0.772294	3.7	4.5635	-0.4844	6.2197	5.6956	2	2
-0.05	9.975	0.777862	3.7027	4.5591	-0.4661	6.1605	5.645	2	2
-0.05	9.975	0.783369	3.7053	4.5546	-0.4483	6.1029	5.5958	2	2
-0.05	9.975	0.788806	3.7078	4.5501	-0.4308	6.0472	5.5477	2	2
-0.05	9.975	0.794197	3.7102	4.5456	-0.4136	5.993	5.5009	2	2
-0.05	9.975	0.79952	3.7126	4.5409	-0.3968	5.9403	5.4552	2	2
-0.05	9.975	0.804774	3.7148	4.5364	-0.3802	5.889	5.4107	2	2
-0.05	9.975	0.809945	3.717	4.5316	-0.3639	5.839	5.3671	2	2
-0.05	9.975	0.815027	3.7192	4.5268	-0.3478	5.7903	5.3243	2	2
-0.05	9.975	0.819997	3.7212	4.5219	-0.332	5.7426	5.2824	2	2
-0.05	9.975	0.824861	3.7232	4.5169	-0.3164	5.6959	5.2414	2	2
-0.05	9.975	0.829617	3.7252	4.5118	-0.301	5.6505	5.2011	2	2
-0.05	9.975	0.834249	3.7271	4.5066	-0.2859	5.606	5.1614	2	2
-0.05	9.975	0.838769	3.7289	4.5014	-0.2709	5.5625	5.1225	2	2
-0.05	9.975	0.843184	3.7307	4.4961	-0.2562	5.5201	5.0843	2	2
