# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:26 2017.
# Content of file: isochrone tables with [Fe/H] = 0.35.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 5.01 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
0.35	9.7	0.1	3.43545184748	5.222	-3.09545454545	16.2635818183	14.3656363636	1	1
0.35	9.7	0.11	3.45035677908	5.19645454545	-2.965	15.5573545454	13.7517454545	1	1
0.35	9.7	0.13	3.46899521487	5.149	-2.772	14.6409545455	12.9643363636	1	1
0.35	9.7	0.15	3.48332953134	5.109	-2.622	13.9402272727	12.3706454546	1	1
0.35	9.7	0.171729	3.4979	5.0783	-2.4607	13.1747	12.0277	2	1
0.35	9.7	0.209422	3.5034	5.0306	-2.3048	12.7085	11.5847	2	1
0.35	9.7	0.236264	3.507	5.0005	-2.208	12.4208	11.3116	2	1
0.35	9.7	0.257779	3.5097	4.9785	-2.1373	12.2116	11.1126	2	2
0.35	9.7	0.278764	3.5123	4.9584	-2.0731	12.0222	10.9325	2	2
0.35	9.7	0.2953	3.5142	4.9445	-2.0261	11.8833	10.8008	2	2
0.35	9.7	0.306245	3.5155	4.9349	-1.9958	11.7938	10.7157	2	2
0.35	9.7	0.313937	3.5163	4.9272	-1.9739	11.7307	10.6557	2	2
0.35	9.7	0.319352	3.5169	4.9216	-1.9586	11.6867	10.6138	2	2
0.35	9.7	0.321962	3.5169	4.9221	-1.9558	11.6807	10.6072	2	2
0.35	9.7	0.324029	3.5176	4.9254	-1.9531	11.6642	10.5938	2	2
0.35	9.7	0.32718	3.5178	4.9204	-1.9428	11.6367	10.567	2	2
0.35	9.7	0.330347	3.5181	4.9147	-1.932	11.6072	10.5384	2	2
0.35	9.7	0.333915	3.5185	4.9104	-1.9214	11.5774	10.5099	2	2
0.35	9.7	0.335155	3.5177	4.9134	-1.9259	11.5972	10.527	2	2
0.35	9.7	0.340739	3.5194	4.9135	-1.9124	11.5449	10.4805	2	2
0.35	9.7	0.349531	3.5203	4.9039	-1.8878	11.4743	10.4132	2	2
0.35	9.7	0.497308	3.5474	4.784	-1.5054	10.2864	9.3052	2	2
0.35	9.7	0.510225	3.5514	4.7732	-1.4683	10.1605	9.1886	2	2
0.35	9.7	0.5235	3.5554	4.7621	-1.43	10.0311	9.0688	2	2
0.35	9.7	0.535421	3.5591	4.752	-1.3953	9.9109	8.9577	2	2
0.35	9.7	0.547046	3.5629	4.7423	-1.361	9.7897	8.8461	2	2
0.35	9.7	0.559665	3.5671	4.7318	-1.3238	9.6556	8.7227	2	2
0.35	9.7	0.574427	3.5722	4.72	-1.2804	9.4946	8.5748	2	2
0.35	9.7	0.592135	3.5787	4.7065	-1.2281	9.2921	8.3889	2	2
0.35	9.7	0.613219	3.5866	4.6912	-1.166	9.0331	8.1511	2	2
0.35	9.7	0.637166	3.596	4.6749	-1.0953	8.7319	7.8744	2	2
0.35	9.7	0.656853	3.6038	4.6617	-1.0374	8.489	7.6502	2	2
0.35	9.7	0.677605	3.6133	4.6503	-0.975	8.21	7.3917	2	2
0.35	9.7	0.745077	3.6443	4.6181	-0.7772	7.3744	6.6297	2	2
0.35	9.7	0.778897	3.6589	4.6028	-0.6842	7.0113	6.3105	2	2
0.35	9.7	0.798266	3.6672	4.5939	-0.6317	6.8134	6.1406	2	2
0.35	9.7	0.812287	3.6733	4.5873	-0.593	6.6714	6.0203	2	2
0.35	9.7	0.823616	3.6783	4.5817	-0.5613	6.557	5.924	2	2
0.35	9.7	0.833981	3.6828	4.5763	-0.5324	6.4539	5.8374	2	2
0.35	9.7	0.844061	3.6871	4.5708	-0.5045	6.3558	5.7551	2	2
0.35	9.7	0.854229	3.6914	4.5652	-0.4766	6.2596	5.6743	2	2
0.35	9.7	0.864356	3.6955	4.5593	-0.4492	6.1662	5.5955	2	2
0.35	9.7	0.874532	3.6996	4.5531	-0.4217	6.0742	5.5176	2	2
0.35	9.7	0.884827	3.7035	4.5465	-0.394	5.9829	5.4396	2	2
0.35	9.7	0.895261	3.7075	4.5396	-0.3661	5.8919	5.3619	2	2
0.35	9.7	0.90221	3.7101	4.5348	-0.3476	5.8327	5.311	2	2
0.35	9.7	0.909055	3.7126	4.5299	-0.3294	5.775	5.2614	2	2
0.35	9.7	0.915789	3.715	4.525	-0.3116	5.7188	5.2129	2	2
0.35	9.7	0.922415	3.7173	4.5199	-0.2941	5.6644	5.1656	2	2
0.35	9.7	0.928921	3.7197	4.5149	-0.277	5.6115	5.1194	2	2
0.35	9.7	0.935302	3.7218	4.5099	-0.2602	5.5601	5.0745	2	2
0.35	9.7	0.941563	3.724	4.5048	-0.2436	5.5103	5.0305	2	2
0.35	9.7	0.947723	3.726	4.4995	-0.2275	5.4621	4.9878	2	2
0.35	9.7	0.953765	3.728	4.4943	-0.2118	5.415	4.9459	2	2
