# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:23 2017.
# Content of file: isochrone tables with [Fe/H] = 0.15.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 4.22 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
0.15	9.625	0.1	3.44324249486	5.238	-3.08090909091	16.0136909091	14.1361818182	1	1
0.15	9.625	0.11	3.45902033991	5.20990909091	-2.945	15.2771	13.5209818182	1	1
0.15	9.625	0.13	3.47816196993	5.161	-2.748	14.3513181818	12.7388454545	1	1
0.15	9.625	0.15	3.49199034243	5.121	-2.598	13.6764090909	12.1669	1	1
0.15	9.625	0.205139	3.5105	5.0513	-2.3061	12.5647	11.4742	2	1
0.15	9.625	0.238308	3.5152	5.0151	-2.1861	12.2026	11.1312	2	1
0.15	9.625	0.265146	3.5188	4.9897	-2.0998	11.9417	10.8843	2	2
0.15	9.625	0.288322	3.5216	4.9692	-2.0311	11.7352	10.6887	2	2
0.15	9.625	0.301767	3.5234	4.957	-1.9925	11.6195	10.5791	2	2
0.15	9.625	0.309398	3.5243	4.949	-1.97	11.5537	10.5165	2	2
0.15	9.625	0.314847	3.5249	4.9424	-1.9535	11.5058	10.4708	2	2
0.15	9.625	0.319087	3.5253	4.9367	-1.94	11.4674	10.4341	2	2
0.15	9.625	0.32229	3.5257	4.9324	-1.9299	11.4388	10.4067	2	2
0.15	9.625	0.324052	3.5257	4.9313	-1.9265	11.4299	10.3979	2	2
0.15	9.625	0.32579	3.5261	4.9307	-1.9216	11.4119	10.3815	2	2
0.15	9.625	0.328926	3.5265	4.926	-1.9114	11.3828	10.3537	2	2
0.15	9.625	0.33259	3.5268	4.9211	-1.9002	11.3523	10.3243	2	2
0.15	9.625	0.341239	3.5281	4.9138	-1.878	11.286	10.2616	2	2
0.15	9.625	0.34811	3.5286	4.9111	-1.8649	11.2477	10.2251	2	2
0.15	9.625	0.475964	3.5511	4.8083	-1.5334	10.2023	9.2457	2	2
0.15	9.625	0.48488	3.5541	4.7989	-1.5059	10.1038	9.1534	2	2
0.15	9.625	0.500619	3.5582	4.7844	-1.4606	9.9501	9.0099	2	2
0.15	9.625	0.513682	3.562	4.7722	-1.4224	9.8172	8.8863	2	2
0.15	9.625	0.524465	3.5653	4.7625	-1.3904	9.7033	8.7805	2	2
0.15	9.625	0.534152	3.5684	4.7538	-1.3614	9.5989	8.6835	2	2
0.15	9.625	0.544694	3.5717	4.7444	-1.3301	9.4854	8.5779	2	2
0.15	9.625	0.558517	3.5764	4.7329	-1.2886	9.332	8.4353	2	2
0.15	9.625	0.57705	3.5833	4.718	-1.2325	9.1151	8.234	2	2
0.15	9.625	0.599024	3.5918	4.7013	-1.1655	8.8471	7.9858	2	2
0.15	9.625	0.619883	3.6003	4.6862	-1.1014	8.5976	7.7553	2	2
0.15	9.625	0.631212	3.6046	4.6763	-1.0659	8.4713	7.6373	2	2
