# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:22 2017.
# Content of file: isochrone tables with [Fe/H] = 0.05.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 2.99 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
0.05	9.475	0.1	3.44713781855	5.246	-3.07363636364	15.8887454546	14.0214545455	1	1
0.05	9.475	0.11	3.46335212032	5.21663636364	-2.935	15.1369727273	13.4056	1	1
0.05	9.475	0.13	3.48274534746	5.167	-2.736	14.2065	12.6261	1	1
0.05	9.475	0.15	3.49632074798	5.127	-2.586	13.5445	12.0650272727	1	1
0.05	9.475	0.181378	3.5102	5.0868	-2.3959	12.7647	11.6759	2	1
0.05	9.475	0.227929	3.5176	5.0349	-2.2151	12.2099	11.1519	2	1
0.05	9.475	0.26723	3.5233	4.9995	-2.0885	11.8213	10.785	2	2
0.05	9.475	0.29399	3.5267	4.9774	-2.0107	11.5843	10.5609	2	2
0.05	9.475	0.305215	3.5281	4.9659	-1.977	11.4837	10.4654	2	2
0.05	9.475	0.311674	3.5289	4.9576	-1.9567	11.4244	10.4088	2	2
0.05	9.475	0.3158	3.5294	4.9517	-1.9432	11.385	10.371	2	2
0.05	9.475	0.318776	3.5298	4.947	-1.9329	11.356	10.3432	2	2
0.05	9.475	0.320964	3.5301	4.9432	-1.925	11.3334	10.3216	2	2
0.05	9.475	0.322628	3.5303	4.9398	-1.9186	11.3155	10.3043	2	2
0.05	9.475	0.324418	3.5305	4.9363	-1.9118	11.2967	10.2861	2	2
0.05	9.475	0.32736	3.5309	4.9315	-1.9015	11.2666	10.2574	2	2
0.05	9.475	0.32945	3.531	4.927	-1.8937	11.2463	10.2374	2	2
0.05	9.475	0.340415	3.5322	4.9199	-1.8667	11.163	10.158	2	2
0.05	9.475	0.465047	3.5545	4.8201	-1.5433	10.1284	9.1857	2	2
0.05	9.475	0.481882	3.5586	4.8035	-1.4948	9.967	9.034	2	2
0.05	9.475	0.496901	3.5625	4.789	-1.4513	9.8177	8.8945	2	2
0.05	9.475	0.509528	3.5662	4.7773	-1.4142	9.6874	8.773	2	2
0.05	9.475	0.519791	3.5694	4.7679	-1.3835	9.578	8.6712	2	2
0.05	9.475	0.529654	3.5726	4.7593	-1.3538	9.4701	8.5706	2	2
0.05	9.475	0.541073	3.5764	4.7494	-1.3193	9.3439	8.453	2	2
0.05	9.475	0.556117	3.5815	4.7367	-1.2741	9.176	8.2961	2	2
0.05	9.475	0.574237	3.5881	4.7214	-1.2184	8.9661	8.0996	2	2
0.05	9.475	0.593857	3.5958	4.7058	-1.1579	8.7413	7.8905	2	2
0.05	9.475	0.616461	3.6053	4.6908	-1.0888	8.4749	7.6453	2	2
0.05	9.475	0.622722	3.6081	4.6836	-1.0645	8.3876	7.5603	2	2
0.05	9.475	0.649471	3.6202	4.6684	-0.9826	8.0712	7.271	2	2
0.05	9.475	0.690147	3.6395	4.6496	-0.8612	7.5974	6.8521	2	2
0.05	9.475	0.829673	3.7031	4.5943	-0.4714	6.1742	5.652	2	2
0.05	9.475	0.847181	3.7099	4.5858	-0.4267	6.0282	5.5279	2	2
0.05	9.475	0.862638	3.716	4.5779	-0.3869	5.9014	5.4191	2	2
0.05	9.475	0.87564	3.7211	4.5709	-0.3531	5.7959	5.3283	2	2
0.05	9.475	0.887982	3.7258	4.5639	-0.3212	5.6985	5.2434	2	2
0.05	9.475	0.900433	3.7303	4.5564	-0.2896	5.6036	5.1598	2	2
0.05	9.475	0.912916	3.7346	4.5485	-0.2581	5.5114	5.0778	2	2
0.05	9.475	0.925175	3.7388	4.5404	-0.2276	5.4225	4.9991	2	2
0.05	9.475	0.937288	3.7427	4.5319	-0.1975	5.3364	4.9225	2	2
0.05	9.475	0.9492	3.7465	4.5233	-0.1683	5.2534	4.8483	2	2
0.05	9.475	0.960952	3.7502	4.5143	-0.1396	5.1729	4.7758	2	2
0.05	9.475	0.972682	3.7536	4.5049	-0.1111	5.0937	4.7044	2	2
0.05	9.475	0.984759	3.757	4.4949	-0.082	5.0135	4.6317	2	2
0.05	9.475	0.997027	3.7604	4.4844	-0.0525	4.9332	4.5586	2	2
0.05	9.475	1.003789	3.7622	4.4783	-0.0363	4.8892	4.5185	2	2
0.05	9.475	1.010505	3.764	4.4723	-0.0202	4.8458	4.4788	2	2
0.05	9.475	1.016719	3.7657	4.4663	-0.0053	4.8058	4.4421	2	2
0.05	9.475	1.019739	3.7664	4.4636	0.0023	4.7861	4.424	2	2
0.05	9.475	1.024837	3.7677	4.4586	0.0146	4.7529	4.3934	2	2
0.05	9.475	1.033323	3.7698	4.4505	0.0344	4.6997	4.3446	2	2
0.05	9.475	1.03937	3.7712	4.4445	0.0488	4.6614	4.3094	2	2
0.05	9.475	1.045614	3.7727	4.4383	0.0634	4.6224	4.2734	2	2
0.05	9.475	1.05167	3.7741	4.4322	0.0776	4.5847	4.2386	2	2
0.05	9.475	1.057329	3.7754	4.4261	0.0911	4.5495	4.2058	2	2
0.05	9.475	1.061045	3.7767	4.4216	0.1028	4.5183	4.1772	2	2
0.05	9.475	1.065116	3.7778	4.4172	0.1132	4.4912	4.1523	2	2
0.05	9.475	1.06944	3.7788	4.4127	0.1239	4.4632	4.1268	2	2
0.05	9.475	1.074102	3.78	4.4076	0.1353	4.4337	4.0998	2	2
0.05	9.475	1.079057	3.7811	4.4024	0.1471	4.4032	4.0716	2	2
0.05	9.475	1.083957	3.7821	4.3971	0.1586	4.3735	4.044	2	2
0.05	9.475	1.088421	3.7832	4.3924	0.1692	4.3463	4.0188	2	2
0.05	9.475	1.09236	3.7841	4.3883	0.1787	4.322	3.9961	2	2
0.05	9.475	1.09586	3.785	4.3844	0.1874	4.2999	3.9752	2	2
0.05	9.475	1.099049	3.7858	4.3808	0.1954	4.2792	3.9554	2	2
0.05	9.475	1.102076	3.7866	4.3773	0.2032	4.2592	3.9361	2	2
0.05	9.475	1.108603	3.7878	4.3699	0.2181	4.2209	3.8994	2	2
0.05	9.475	1.111687	3.7886	4.3662	0.226	4.2008	3.88	2	2
0.05	9.475	1.115483	3.7895	4.3623	0.2349	4.1778	3.8577	2	2
0.05	9.475	1.121863	3.7905	4.3555	0.2484	4.1429	3.8239	2	2
0.05	9.475	1.13009	3.7922	4.3481	0.2651	4.1	3.7826	2	2
0.05	9.475	1.226918	3.8034	4.2363	0.4577	3.6051	3.3103	2	2
0.05	9.475	1.236548	3.8037	4.2239	0.4743	3.5632	3.2692	2	2
0.05	9.475	1.258693	3.8038	4.1935	0.513	3.4654	3.1726	2	2
0.05	9.475	1.285962	3.8036	4.1526	0.5625	3.341	3.0492	2	3
0.05	9.475	1.306813	3.8039	4.1246	0.5986	3.25	2.9596	2	3
0.05	9.475	1.322759	3.8044	4.1052	0.6255	3.1817	2.8929	2	3
0.05	9.475	1.335655	3.8047	4.0888	0.6473	3.1267	2.8389	2	3
0.05	9.475	1.346185	3.8045	4.0732	0.6652	3.0815	2.7938	2	3
0.05	9.475	1.355471	3.8039	4.0571	0.6816	3.041	2.7524	2	3
0.05	9.475	1.364076	3.803	4.0413	0.6968	3.0033	2.7138	2	3
0.05	9.475	1.372032	3.8021	4.0262	0.7107	2.969	2.6784	2	3
0.05	9.475	1.379367	3.8012	4.0121	0.7233	2.9385	2.6465	2	3
0.05	9.475	1.386117	3.8002	3.9994	0.7343	2.9115	2.618	2	3
0.05	9.475	1.392315	3.7991	3.9878	0.7441	2.8877	2.5927	2	3
0.05	9.475	1.397938	3.7983	3.9774	0.7524	2.8673	2.5708	2	3
0.05	9.475	1.403006	3.7973	3.9678	0.7598	2.8499	2.5518	2	3
