# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:24 2017.
# Content of file: isochrone tables with [Fe/H] = 0.2.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 13.34 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
0.2	10.125	0.1	3.44129483302	5.234	-3.08454545454	16.0761636364	14.1935454545	1	1
0.2	10.125	0.11	3.4568544497	5.20654545454	-2.95	15.3471636363	13.5786727273	1	1
0.2	10.125	0.13	3.47587028116	5.158	-2.754	14.4237272727	12.7952181818	1	1
0.2	10.125	0.15	3.48982513966	5.118	-2.604	13.7423636363	12.2178363637	1	1
0.2	10.125	0.173305	3.5037	5.0777	-2.4323	12.9871	11.8672	2	1
0.2	10.125	0.190644	3.5066	5.051	-2.3532	12.7497	11.6419	2	1
0.2	10.125	0.205741	3.5088	5.0293	-2.2894	12.56	11.4617	2	1
0.2	10.125	0.220029	3.5107	5.01	-2.2331	12.3937	11.3033	2	1
0.2	10.125	0.234477	3.5127	4.9924	-2.1799	12.2353	11.1529	2	1
0.2	10.125	0.249905	3.5148	4.9753	-2.1268	12.0774	11.003	2	1
0.2	10.125	0.270792	3.5175	4.9546	-2.0604	11.8792	10.815	2	2
0.2	10.125	0.291074	3.5201	4.9369	-2.0013	11.7025	10.6475	2	2
0.2	10.125	0.303066	3.5216	4.9277	-1.9688	11.605	10.5554	2	2
0.2	10.125	0.310169	3.5222	4.9231	-1.9513	11.5536	10.5065	2	2
0.2	10.125	0.315374	3.5229	4.9203	-1.9384	11.5131	10.4686	2	2
0.2	10.125	0.31906	3.5233	4.9165	-1.9279	11.4825	10.4394	2	2
0.2	10.125	0.321674	3.5236	4.9165	-1.9229	11.4661	10.4242	2	2
0.2	10.125	0.323984	3.524	4.9142	-1.9164	11.447	10.4061	2	2
0.2	10.125	0.32614	3.5243	4.9128	-1.9108	11.43	10.3902	2	2
0.2	10.125	0.328867	3.5246	4.9106	-1.9038	11.4087	10.37	2	2
0.2	10.125	0.332578	3.525	4.9083	-1.8948	11.3815	10.3443	2	2
0.2	10.125	0.337398	3.5256	4.9051	-1.8831	11.3467	10.3113	2	2
0.2	10.125	0.344875	3.5265	4.9003	-1.8657	11.2943	10.2618	2	2
0.2	10.125	0.374441	3.5305	4.8768	-1.7903	11.0664	10.0469	2	2
0.2	10.125	0.427465	3.5398	4.8297	-1.6483	10.6231	9.6316	2	2
0.2	10.125	0.458219	3.5462	4.8021	-1.5648	10.3571	9.3834	2	2
0.2	10.125	0.479178	3.5514	4.7826	-1.5051	10.1618	9.2012	2	2
0.2	10.125	0.496318	3.5561	4.7664	-1.4548	9.9939	9.0445	2	2
0.2	10.125	0.51052	3.5603	4.7528	-1.4121	9.8477	8.9086	2	2
0.2	10.125	0.52299	3.5642	4.7409	-1.3739	9.7135	8.7842	2	2
0.2	10.125	0.534474	3.5681	4.73	-1.3383	9.5852	8.6653	2	2
0.2	10.125	0.545635	3.572	4.7193	-1.3032	9.4564	8.5461	2	2
0.2	10.125	0.557504	3.5762	4.708	-1.2657	9.3163	8.4164	2	2
0.2	10.125	0.570505	3.581	4.6957	-1.2243	9.159	8.2705	2	2
0.2	10.125	0.584222	3.5862	4.6829	-1.18	8.9849	8.1088	2	2
0.2	10.125	0.597964	3.5919	4.6706	-1.1351	8.8046	7.9419	2	3
0.2	10.125	0.611214	3.5976	4.6591	-1.0912	8.629	7.7798	2	3
0.2	10.125	0.623712	3.6033	4.6489	-1.0492	8.4597	7.6236	2	3
0.2	10.125	0.635447	3.609	4.6396	-1.0093	8.2966	7.473	2	3
0.2	10.125	0.646614	3.6145	4.6312	-0.9714	8.141	7.3291	2	3
0.2	10.125	0.652866	3.6175	4.6265	-0.9502	8.0551	7.2496	2	3
0.2	10.125	0.658994	3.6206	4.622	-0.9295	7.9717	7.1729	2	3
0.2	10.125	0.665023	3.6236	4.6176	-0.9091	7.8902	7.0984	2	3
0.2	10.125	0.670985	3.6266	4.6133	-0.8889	7.8101	7.0254	2	3
0.2	10.125	0.676934	3.6296	4.6092	-0.8687	7.7294	6.9523	2	3
0.2	10.125	0.682935	3.6327	4.6051	-0.8483	7.6473	6.8784	2	3
0.2	10.125	0.689057	3.636	4.601	-0.8273	7.5631	6.8029	2	3
0.2	10.125	0.695368	3.6394	4.5969	-0.8057	7.4758	6.7252	2	3
0.2	10.125	0.701884	3.6429	4.5925	-0.7832	7.3868	6.6462	2	3
0.2	10.125	0.708533	3.6466	4.5882	-0.7604	7.2956	6.5657	2	3
0.2	10.125	0.715201	3.6502	4.5837	-0.7373	7.2058	6.4869	2	3
0.2	10.125	0.721794	3.6538	4.5793	-0.7145	7.1175	6.4101	2	3
0.2	10.125	0.72818	3.6572	4.5749	-0.6926	7.0339	6.338	2	3
0.2	10.125	0.734266	3.6605	4.5707	-0.6716	6.9548	6.2703	2	3
0.2	10.125	0.740018	3.6635	4.5665	-0.6519	6.8818	6.208	2	3
0.2	10.125	0.745464	3.6665	4.5626	-0.6332	6.8128	6.1495	2	3
0.2	10.125	0.750659	3.6691	4.5586	-0.6154	6.7482	6.0948	2	3
0.2	10.125	0.755639	3.6717	4.5548	-0.5981	6.6861	6.0424	2	3
0.2	10.125	0.760434	3.6743	4.5508	-0.5816	6.6273	5.9928	2	3
0.2	10.125	0.765082	3.6767	4.547	-0.5654	6.5699	5.9445	2	3
0.2	10.125	0.769623	3.679	4.543	-0.5495	6.5146	5.8979	2	3
0.2	10.125	0.774083	3.6813	4.539	-0.5338	6.4602	5.8519	2	3
0.2	10.125	0.778488	3.6835	4.5349	-0.5184	6.407	5.807	2	3
