# File generated by 'stitchIsochrones.py' on Thu Sep 28 15:40:16 2017.
# Content of file: isochrone tables with [Fe/H] = -0.45.
# Isochrone tables in this file have been created by
# stitching a number of different isochrones:
# 1). Lyon isochrones for M < 0.17 Msun.
# 2). Darthmouth isochrones for M >= 0.17 Msun.
# 3). Padova isochrones for stars above the tip
#     of the Red Giant Branch.
# ---------------------------------------------------
# Isochrone table age = 1.68 Gyr
# FeH	log_age	mass	log_Teff	log_g	logL	 Johnson_V	Johnson_R	 isoID	 stage
-0.45	9.225	0.1	3.46661443701	5.286	-3.03727272728	15.2640181818	13.4478181819	1	1
-0.45	9.225	0.11	3.48501102239	5.25027272728	-2.885	14.4363363637	12.8286909091	1	1
-0.45	9.225	0.13	3.5056622351	5.197	-2.676	13.4824090909	12.0623727273	1	1
-0.45	9.225	0.15	3.51797277571	5.157	-2.526	12.8849545455	11.5556636363	1	1
-0.45	9.225	0.186008	3.5274	5.1039	-2.3347	12.2431	11.2307	2	1
-0.45	9.225	0.242083	3.5389	5.0469	-2.1173	11.5537	10.577	2	1
-0.45	9.225	0.284522	3.5462	5.0141	-1.9841	11.1353	10.1782	2	2
-0.45	9.225	0.303414	3.5491	4.9982	-1.9281	10.962	10.0121	2	2
-0.45	9.225	0.312057	3.5506	4.9884	-1.9008	10.8794	9.9326	2	2
-0.45	9.225	0.317444	3.5513	4.9809	-1.8826	10.8262	9.8812	2	2
-0.45	9.225	0.321324	3.5518	4.9746	-1.8688	10.7856	9.8418	2	2
-0.45	9.225	0.324435	3.5523	4.9689	-1.8573	10.7529	9.81	2	2
-0.45	9.225	0.327166	3.5527	4.9642	-1.8473	10.7237	9.7818	2	2
-0.45	9.225	0.330546	3.5531	4.9592	-1.8359	10.6903	9.7493	2	2
-0.45	9.225	0.335495	3.5538	4.9531	-1.8203	10.6439	9.7044	2	2
-0.45	9.225	0.35995	3.5583	4.9298	-1.7502	10.4246	9.495	2	2
-0.45	9.225	0.415498	3.5691	4.8786	-1.5923	9.924	9.019	2	2
-0.45	9.225	0.431263	3.573	4.8606	-1.5431	9.7646	8.8678	2	2
-0.45	9.225	0.444084	3.5762	4.8457	-1.502	9.6312	8.7418	2	2
-0.45	9.225	0.457164	3.5798	4.8303	-1.4596	9.4921	8.6109	2	2
-0.45	9.225	0.470198	3.5837	4.815	-1.4165	9.3503	8.478	2	2
-0.45	9.225	0.482402	3.5875	4.8006	-1.3756	9.2148	8.3515	2	2
-0.45	9.225	0.493992	3.5915	4.7873	-1.3364	9.0848	8.2308	2	2
-0.45	9.225	0.505053	3.5954	4.7753	-1.2989	8.9603	8.1159	2	2
-0.45	9.225	0.515178	3.5993	4.7648	-1.2646	8.8452	8.0102	2	2
-0.45	9.225	0.524466	3.6029	4.7555	-1.2328	8.7379	7.9121	2	2
-0.45	9.225	0.53383	3.6068	4.7465	-1.2006	8.6294	7.8133	2	2
-0.45	9.225	0.542924	3.6108	4.7376	-1.1679	8.5217	7.7158	2	2
-0.45	9.225	0.553265	3.6157	4.7278	-1.1288	8.3927	7.6006	2	2
-0.45	9.225	0.573693	3.6262	4.7144	-1.0588	8.1424	7.3802	2	2
-0.45	9.225	0.603227	3.6413	4.6996	-0.963	7.7942	7.0815	2	2
-0.45	9.225	0.641048	3.6604	4.6844	-0.8468	7.371	6.7258	2	2
-0.45	9.225	0.665464	3.6744	4.6764	-0.7667	7.0763	6.4833	2	2
-0.45	9.225	0.704642	3.6952	4.6629	-0.6446	6.6513	6.13	2	2
-0.45	9.225	0.779063	3.7281	4.6281	-0.4352	6.0036	5.5712	2	2
-0.45	9.225	0.881325	3.7685	4.5727	-0.162	5.2214	4.8769	2	2
-0.45	9.225	0.896189	3.773	4.5611	-0.1258	5.1263	4.7896	2	2
-0.45	9.225	0.908875	3.7766	4.5509	-0.0948	5.0453	4.7151	2	2
-0.45	9.225	0.922045	3.7804	4.5403	-0.063	4.9627	4.6391	2	2
-0.45	9.225	0.934814	3.7839	4.5297	-0.0325	4.8838	4.5664	2	2
-0.45	9.225	0.947671	3.7873	4.519	-0.002	4.8053	4.4937	2	2
-0.45	9.225	0.960731	3.7908	4.508	0.0288	4.7261	4.4205	2	2
-0.45	9.225	0.974032	3.7942	4.4967	0.0599	4.6468	4.3467	2	2
-0.45	9.225	0.987271	3.7977	4.4854	0.0911	4.567	4.2729	2	2
-0.45	9.225	1.001903	3.8014	4.4728	0.1249	4.4808	4.1928	2	2
-0.45	9.225	1.012182	3.8042	4.4633	0.1502	4.4169	4.1334	2	2
-0.45	9.225	1.028844	3.8081	4.4486	0.1875	4.3218	4.0448	2	2
-0.45	9.225	1.046715	3.8118	4.433	0.2253	4.2253	3.9549	2	2
-0.45	9.225	1.060345	3.8149	4.4209	0.2555	4.1486	3.8829	2	2
-0.45	9.225	1.075509	3.818	4.4074	0.2871	4.0673	3.8069	2	2
-0.45	9.225	1.095309	3.8214	4.3908	0.3243	3.9724	3.7181	2	2
-0.45	9.225	1.103742	3.823	4.3836	0.3416	3.9284	3.677	2	2
-0.45	9.225	1.111405	3.8246	4.377	0.3573	3.8881	3.6395	2	2
-0.45	9.225	1.118713	3.826	4.3707	0.3725	3.8494	3.6035	2	2
-0.45	9.225	1.126477	3.8277	4.3641	0.3885	3.8087	3.5655	2	2
-0.45	9.225	1.157257	3.8349	4.3436	0.4492	3.6533	3.4229	2	2
-0.45	9.225	1.164798	3.8365	4.3379	0.4643	3.6148	3.3871	2	2
-0.45	9.225	1.20131	3.8457	4.3213	0.5296	3.448	3.2362	2	2
-0.45	9.225	1.213365	3.8482	4.3135	0.5518	3.3917	3.1843	2	2
-0.45	9.225	1.222183	3.8499	4.3073	0.5681	3.3507	3.1462	2	2
-0.45	9.225	1.229225	3.8512	4.3019	0.5812	3.3176	3.1152	2	2
-0.45	9.225	1.235771	3.8525	4.2967	0.5935	3.2863	3.086	2	2
-0.45	9.225	1.243463	3.8539	4.2908	0.608	3.2494	3.0516	2	2
-0.45	9.225	1.308199	3.8684	4.2446	0.7358	2.9219	2.7502	2	2
-0.45	9.225	1.313248	3.8692	4.2399	0.7453	2.8979	2.7277	2	2
-0.45	9.225	1.320726	3.8705	4.2345	0.7583	2.8647	2.6967	2	2
-0.45	9.225	1.389979	3.8849	4.1911	0.8825	2.5474	2.405	2	3
-0.45	9.225	1.409119	3.8878	4.175	0.9164	2.461	2.3242	2	3
-0.45	9.225	1.424115	3.8897	4.1603	0.9434	2.3929	2.2596	2	3
-0.45	9.225	1.435634	3.8908	4.1481	0.9634	2.3422	2.2111	2	3
-0.45	9.225	1.444873	3.8914	4.1377	0.979	2.3026	2.1727	2	3
-0.45	9.225	1.452651	3.8916	4.1277	0.9921	2.2695	2.1402	2	3
-0.45	9.225	1.459552	3.8914	4.1178	1.0037	2.2399	2.1107	2	3
-0.45	9.225	1.465972	3.8912	4.1075	1.0146	2.2121	2.0826	2	3
-0.45	9.225	1.472164	3.8907	4.097	1.0253	2.1853	2.0552	2	3
-0.45	9.225	1.478373	3.8902	4.0862	1.0357	2.1584	2.0277	2	3
-0.45	9.225	1.484688	3.8895	4.0748	1.0463	2.1314	1.9997	2	3
-0.45	9.225	1.491147	3.8888	4.0628	1.0572	2.1037	1.971	2	3
-0.45	9.225	1.497632	3.8879	4.0504	1.068	2.0762	1.9421	2	3
-0.45	9.225	1.501502	3.8873	4.0427	1.0744	2.0599	1.925	2	3
-0.45	9.225	1.505357	3.8866	4.0347	1.0807	2.0437	1.9078	2	3
-0.45	9.225	1.509198	3.8859	4.0266	1.087	2.0276	1.8905	2	3
-0.45	9.225	1.513035	3.8851	4.0181	1.0933	2.0115	1.8733	2	3
-0.45	9.225	1.51687	3.8842	4.0095	1.0996	1.9956	1.856	2	3
-0.45	9.225	1.520668	3.8832	4.0006	1.1057	1.9799	1.8386	2	3
